packageName,className,methodName,apis
zemberek.morphology.apps,ZemberekNlpScripts,guessRootsWithHeuristics,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.lexicon.tr,TurkishDictionaryLoaderTest,referenceTest2,[junit:junit]
zemberek.lm,LmVocabularyTest,toIndexTest,[junit:junit]
zemberek.morphology.analysis,NounDerivationTest,noun2NounIncorrect_1,[junit:junit]
zemberek.morphology.analysis,StemTransitionsBase,"",[com.google.guava:guava]
zemberek.morphology.analysis,VerbDerivationTest,adverbDerivation,[junit:junit]
zemberek.morphology.analysis,VerbsTest,future2,[junit:junit]
zemberek.morphology.lexicon.tr,TurkishDictionaryLoaderTest,pronunciation1,[junit:junit]
zemberek.tokenization,TurkishSentenceExtractorTest,shouldExtractSentencesSecondDoesNotEndWithDot,[junit:junit]
zemberek.core.collections,IntIntMapTest,failsOnInvalidKeys,[junit:junit]
zemberek.apps.ner,FindNamedEntities,run,[com.google.guava:guava]
zemberek.embedding.fasttext,FastTextTest,quantizationTest,[junit:junit]
zemberek.langid,ConfusionTest,testContains,[com.google.guava:guava]
zemberek.morphology,TurkishMorphologyFunctionalTests,testUrl2,[junit:junit]
zemberek.morphology.analysis,InformalTurkishAnalysisTest,progressiveDeformationDrop,[junit:junit]
zemberek.morphology.analysis,PronounsTest,oburkuTest,[junit:junit]
zemberek.morphology.analysis,StemTransitionsMapBased,addStemTransition,[com.google.guava:guava]
zemberek.morphology.analysis,WordAnalysisSurfaceFormatterTest,testCaseType,[junit:junit]
zemberek.morphology.generator,WordGeneratorTest,testGeneration3,"[com.google.guava:guava,junit:junit]"
zemberek.normalization,CharacterGraphDecoderTest,performanceTest,[junit:junit]
zemberek.lm,LmVocabularyTest,emptyVocabularyTest,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testPercent,[junit:junit]
zemberek.morphology.analysis,NounCompoundsTest,expectsResult2,[junit:junit]
zemberek.morphology.analysis,NounDerivationTest,incorrect2,[junit:junit]
zemberek.morphology.analysis,PronounsTest,kendiTest_issues_171_172,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,ambiguousWords,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,removeWordsFromVocabulary,[junit:junit]
zemberek.apps.fasttext,FastTextAppBase,trainingProgress,[com.google.guava:guava]
zemberek.core.turkish,TurkishAlphabetTest,equalsIgnoreDiacritics,[junit:junit]
zemberek.morphology.analysis,AdjectiveDerivationTest,become,[junit:junit]
zemberek.morphology.analysis,InformalTurkishAnalysisTest,futureDeformation2,[junit:junit]
zemberek.morphology.analysis,SpeedTest,testNewsCorpus,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.analysis,VerbDerivationTest,actOf,[junit:junit]
zemberek.morphology.old_ambiguity,AmbiguityStats,readAll,[com.google.guava:guava]
zemberek.core.math,FloatArraysTest,testNormalizeInPlace,[junit:junit]
zemberek.core.text,TokenSequence,getGrams,[com.google.guava:guava]
zemberek.morphology.analysis,VerbsTest,reciprocalTest,[junit:junit]
zemberek.tokenization,TurkishSentenceExtractorTest,shouldReturn0ForEmpty,[junit:junit]
zemberek.core.collections,UIntValueMapTest,stressTest,[junit:junit]
zemberek.core.embeddings,MatrixTest,saveLoadTest,[junit:junit]
zemberek.tokenization,TurkishTokenizerTest,testAbbreviations,[junit:junit]
zemberek.tokenization.antlr,CustomLexerATNSimulator,addDFAEdge,[org.antlr:antlr4-runtime]
zemberek.core,Range,"",[com.google.guava:guava]
zemberek.core.io,TestBytes,testToShort,[junit:junit]
zemberek.core.math,FloatArraysTest,addToFirstScaledTest,[junit:junit]
zemberek.corpus,LuceneLemmaFilter,incrementToken,[org.apache.lucene:lucene-core]
zemberek.lm,LmVocabularyTest,builderTest,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.analysis.tr,TurkishNumbersTest,testTextToNumber1,[junit:junit]
zemberek.tokenization.antlr,TurkishLexer,nextToken,[org.antlr:antlr4-runtime]
zemberek.core.collections,LongBitVectorTest,appendTestInteger,[junit:junit]
zemberek.core.io,IOs,getReader,[com.google.guava:guava]
zemberek.core.io,SimpleTextWriterTest,before,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.analysis,NounDerivationTest,justlikeTest,[junit:junit]
zemberek.corpus,LuceneLemmaFilter,"","[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
zemberek.morphology.analysis,VerbsTest,passive1,[junit:junit]
zemberek.core.io,StringsTest,testWhiteSpacesToSingleSpace,[junit:junit]
zemberek.core.text,TextSegmenter,split,[com.google.guava:guava]
zemberek.morphology.apps,ZemberekNlpScripts,generateOnlyOflazer,[junit:junit]
zemberek.langid,LanguageIdentifier,fromInternalModelGroup,[com.google.guava:guava]
zemberek.tokenization,TurkishTokenizerTest,testAbbreviations2,[junit:junit]
zemberek.core.collections,UIntMapTest,removeTest,[junit:junit]
zemberek.morphology.ambiguity,PerceptronAmbiguityResolverEvaluation,main,[com.google.guava:guava]
zemberek.morphology.external,DisambiguatorPreprocessor,processParses,[com.google.guava:guava]
zemberek.normalization,TurkishSpellCheckerTest,runSentence,[junit:junit]
zemberek.core.collections,IntFloatMapTest,initializesCorrectly,[junit:junit]
zemberek.core.collections,IntValueMapTest,constructorTest,[junit:junit]
zemberek.core.io,Files,checkIfFileExist,[com.google.guava:guava]
zemberek.core.math,FloatArraysTest,testAbsoluteDifference,[junit:junit]
zemberek.corpus,Scripts,main,[com.google.guava:guava]
zemberek.morphology.lexicon.tr,TurkishDictionaryLoaderTest,nounAttributesTest,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.analysis,AnalyzerTestBase,"",[junit:junit]
zemberek.normalization,CharacterGraphDecoderTest,stemEndingTest2,"[com.google.guava:guava,junit:junit]"
zemberek.normalization,TurkishSpellCheckerTest,suggestVerb1,"[com.google.guava:guava,junit:junit]"
zemberek.core.collections,IntValueMapTest,incremenTest,[junit:junit]
zemberek.core.math,DoubleArraysTest,testArrayEquals,[junit:junit]
zemberek.core.math,FloatArraysTest,testFloorInPlace,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testUnidentifiedWordNoVowel,[junit:junit]
zemberek.morphology.lexicon,RootLexicon,getMatchingItems,[com.google.guava:guava]
zemberek.scratchpad,DictionaryOperations,extractGroups,[com.google.guava:guava]
zemberek.core.io,StringsTest,testSubstringAfterLast,[junit:junit]
zemberek.core.turkish,TurkishAlphabetTest,vowelHarmonyA,[junit:junit]
zemberek.embedding.fasttext,FastTextTest,skipgram,[junit:junit]
zemberek.morphology.analysis,StemTransitionsMapBased,getTransitions,[com.google.guava:guava]
zemberek.morphology.analysis,StemTransitionsTrieBased,getTransitions,[com.google.guava:guava]
zemberek.core.collections,IntFloatMapTest,assertEqualsF,[junit:junit]
zemberek.core.collections,UIntSetTest,removeTest,[junit:junit]
zemberek.core.io,Bytes,toHex,[com.google.guava:guava]
zemberek.morphology.old_ambiguity,AmbiguityStats,ambiguousGroupStats,[com.google.guava:guava]
zemberek.tokenization,TurkishTokenizer,"",[org.antlr:antlr4-runtime]
zemberek.morphology,TurkishMorphologyFunctionalTests,testWordsWithCircumflex,[junit:junit]
zemberek.normalization,SingleWordSpellCheckerTest,assertContainsAll,[junit:junit]
zemberek.core.collections,LongBitVectorTest,setTest2,[junit:junit]
zemberek.corpus,LuceneLemmaFilter,addLemmas,[org.apache.lucene:lucene-core]
zemberek.morphology.analysis,NounDerivationTest,degilTest,[junit:junit]
zemberek.morphology.analysis,NounsTest,uzeri,[junit:junit]
zemberek.morphology.external,OflazerAnalyzerRunner,matchLines,[com.google.guava:guava]
zemberek.tokenization,TurkishTokenizerTest,testCapitalLettersAfterQuotesIssue64,[junit:junit]
zemberek.dependency,ConllTreebankReader,separateShortAndLongSentences,[com.google.guava:guava]
zemberek.morphology,TurkishMorphologyFunctionalTests,testEmail,[junit:junit]
zemberek.morphology.analysis,VerbDerivationTest,aorPartNegativeTest,[junit:junit]
zemberek.core.collections,FixedBitVectorTest,getSetClear,[junit:junit]
zemberek.core.collections,IntValueMapTest,perfStrings,"[com.google.guava:guava,junit:junit]"
zemberek.core.collections,IntValueMapTest,performanceAgainstMap,"[com.google.guava:guava,junit:junit]"
zemberek.core.math,DoubleArraysTest,testContainsNaN,[junit:junit]
zemberek.core.text,TextUtil,"",[com.google.guava:guava]
zemberek.core.turkish,TurkishAlphabetTest,voiceTest,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testHashTag,[junit:junit]
zemberek.morphology.analysis,InformalTurkishAnalysisTest,testProgressiveDeformation,[junit:junit]
zemberek.core.collections,LongBitVectorTest,fillTest,[junit:junit]
zemberek.core.process,ProcessRunner,execute,[com.google.guava:guava]
zemberek.core.collections,IntIntMapTest,checkInvalidSize,[junit:junit]
zemberek.core.math,DoubleArraysTest,testInRange,[junit:junit]
zemberek.keyphrase,TurkishStopWords,generateFromDictionary,[com.google.guava:guava]
zemberek.morphology.analysis,VerbsTest,copulaBeforeA3pl,[junit:junit]
zemberek.morphology.analysis,VerbsTest,demekYemek,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,extractTypesFromOflazerAnalysis,"[com.google.guava:guava,junit:junit]"
zemberek.normalization,RandomWalkFunctionalTest,tearDown,[junit:junit]
zemberek.apps.corpus,RemoveDuplicateLines,longHash,[com.google.guava:guava]
zemberek.core.collections,IntIntMapTest,getTest2,[junit:junit]
zemberek.core.collections,TrieTest,removeStems,[junit:junit]
zemberek.core.hash,IntArrayKeyProvider,getKeyAsBytes,[com.google.guava:guava]
zemberek.langid.model,BaseCharNgramModel,getGrams,[com.google.guava:guava]
zemberek.morphology.generator,WordGeneratorTest,testGeneration4,"[com.google.guava:guava,junit:junit]"
zemberek.morphology.old_ambiguity,AbstractDisambiguator,"",[com.google.guava:guava]
zemberek.core.text,TextUtil,getHtmlBody,[com.google.guava:guava]
zemberek.morphology.analysis,NounDerivationTest,nounVerbZeroTest,[junit:junit]
zemberek.morphology.analysis,StemTransitionsTrieBased,"",[com.google.guava:guava]
zemberek.morphology.external,OflazerAnalyzerRunner,extractWords,[com.google.guava:guava]
zemberek.core.collections,IntFloatMapTest,removeSpansWorksCorrectly,[junit:junit]
zemberek.core.hash,StringHashKeyProvider,"",[com.google.guava:guava]
zemberek.core.math,LogMathTest,testLog2,[junit:junit]
zemberek.lm,FakeLm,generateArpa,[com.google.guava:guava]
zemberek.morphology.analysis,AdjectiveDerivationTest,agtTest,[junit:junit]
zemberek.morphology.analysis,AnalysisFormatterTest,oflazerStyleFormatterTest,[junit:junit]
zemberek.morphology.analysis,NounDerivationTest,A2plTest,[junit:junit]
zemberek.morphology.analysis,SingleAnalysisTest,getPosTest,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,generateSuffixNames,[junit:junit]
zemberek.core.collections,HashBase,toString,[com.google.guava:guava]
zemberek.core.io,TestBytes,toHexWithZerostWithZerosTest,[junit:junit]
zemberek.core.math,FloatArraysTest,testScale,[junit:junit]
zemberek.core.text,TokenSequence,asString,[com.google.guava:guava]
zemberek.morphology.analysis,AnalysisFormatterTest,defaultSurfaceFormatterTest,[junit:junit]
zemberek.morphology.analysis,PronounsTest,cumlesiTest,[junit:junit]
zemberek.classification,QuestionClassifier,replaceWordsWithLemma,[com.google.guava:guava]
zemberek.core.io,IOs,copy,[com.google.guava:guava]
zemberek.core.math,DoubleArraysTest,testScale,[junit:junit]
zemberek.morphology.lexicon.tr,TurkishDictionaryLoaderTest,implicitP3sgTest,[junit:junit]
zemberek.core.collections,TrieTest,stemsWrongMatchTest3,[junit:junit]
zemberek.core.math,FloatArraysTest,testDotProduct,[junit:junit]
zemberek.core.collections,FixedBitVectorTest,setGetLastBitIndex,[junit:junit]
zemberek.core.collections,UIntMapTest,getTest,[junit:junit]
zemberek.lm.compression,SmoothLmTest,testProbabilities,[junit:junit]
zemberek.morphology.analysis,NounCompoundsTest,resultDictionaryItemCannotBeDummy,[junit:junit]
zemberek.morphology.analysis,PronounsTest,umumTest,[junit:junit]
zemberek.classification,ItemFindExperiment,testGrams,[com.google.guava:guava]
zemberek.core.collections,IntIntMapTest,checkSize,[junit:junit]
zemberek.core.io,TestBytes,testToByte,[junit:junit]
zemberek.langid.train,Trainer,trainSingle,[com.google.guava:guava]
zemberek.morphology.analysis,AnalyzerTestBase,getMultipleAnalysis,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,findObsoleteCircumflexWords,[junit:junit]
zemberek.morphology.apps,ZemberekNlpScripts,readmeExample1,[junit:junit]
zemberek.morphology.external,DisambiguatorPreprocessor,"",[com.google.guava:guava]
zemberek.core.hash,MultiLevelMphfTest,intKeys,[junit:junit]
zemberek.core.turkish,TurkishAlphabetTest,vowelCountTest,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testAbbreviationShouldNotGetBecomeOrAcquire_Issue218,[junit:junit]
zemberek.core.math,DoubleArraysTest,testValidateArrays,[junit:junit]
zemberek.core.math,FloatArraysTest,serialization1D,[junit:junit]
zemberek.classification,FastTextClassifierTrainer,getEventBus,[com.google.guava:guava]
zemberek.langid,LanguageIdentifier,getModels,[com.google.guava:guava]
zemberek.morphology.analysis,AdjectiveDerivationTest,expectsSingleResult,[junit:junit]
zemberek.morphology.analysis,VerbsTest,aoristNegative,[junit:junit]
zemberek.normalization,TurkishSpellCheckerTest,checkProperNounsTest,[junit:junit]
zemberek.tokenization,TurkishSentenceExtractorTest,extractFromDocument,[junit:junit]
zemberek.core.collections,FixedBitVectorTest,safeClear,[junit:junit]
zemberek.core.math,DoubleArraysTest,addToFirstScaledTest,[junit:junit]
zemberek.core.math,FloatArraysTest,testAddToAll,[junit:junit]
zemberek.morphology.analysis,WordAnalysisSurfaceFormatterTest,formatVerbs,[junit:junit]
zemberek.morphology.old_ambiguity,AmbiguityStats,noParse,[com.google.guava:guava]
zemberek.morphology.analysis,VerbsTest,progressiveNegative2,[junit:junit]
zemberek.morphology.lexicon.tr,TurkishDictionaryLoader,"",[com.google.guava:guava]
zemberek.core.collections,TrieTest,"",[com.google.guava:guava]
zemberek.core.io,IOs,calculateMD5,[com.google.guava:guava]
zemberek.core.io,StringsTest,testIfAllHasText,[junit:junit]
zemberek.core.io,TestBytes,toHextTest,[junit:junit]
zemberek.core.text,TextUtil,cleanScripts,[com.google.guava:guava]
zemberek.morphology,TurkishMorphologyFunctionalTests,testAsciiTolerantMorphology,[junit:junit]
zemberek.tokenization.antlr,CustomLexerATNSimulator,"",[org.antlr:antlr4-runtime]
zemberek.core.collections,IntVectorTest,testConstructor2,[junit:junit]
zemberek.core.collections,TrieTest,checkitemsMatches,[junit:junit]
zemberek.core.math,DoubleArraysTest,testConvert2d,[junit:junit]
zemberek.langid.train,Trainer,train2gram,[com.google.guava:guava]
zemberek.morphology.analysis,PronounsTest,biriTest1,[junit:junit]
zemberek.morphology.analysis,VerbsTest,desire,[junit:junit]
zemberek.core.io,TestBytes,testtoByteArrayNegativeException,[junit:junit]
zemberek.core.math,FloatArraysTest,testVariance,[junit:junit]
zemberek.langid,LanguageIdentifier,getModelsFromDir,[com.google.guava:guava]
zemberek.langid,LanguageIndentifierTest,getLanguagesTest,[junit:junit]
zemberek.normalization,TurkishSpellCheckerTest,"",[junit:junit]
zemberek.lm.compression,SmoothLmTest,testGeneration,[junit:junit]
zemberek.morphology.ambiguity,PerceptronAmbiguityResolver,"",[com.google.guava:guava]
zemberek.morphology.analysis,StemTransitionsMapBased,getPrefixMatches,[com.google.guava:guava]
zemberek.core.collections,IntIntMapTest,initializesCorrectly,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testTime,[junit:junit]
zemberek.morphology.external,OflazerAnalyzerRunner,prepareForAnalysis,[com.google.guava:guava]
zemberek.classification,FastTextClassifier,load,[com.google.guava:guava]
zemberek.tokenization,TurkishTokenizerTest,testTokenizeDoubleQuote,[junit:junit]
zemberek.core.hash,MultiLevelMphfTest,generateAndTest,[junit:junit]
zemberek.core.math,FloatArraysTest,testValidateArraysNullExc,[junit:junit]
zemberek.core.quantization,KMeansQuantizer,"",[com.google.guava:guava]
zemberek.corpus,CorpusDb,saveDocument,[com.h2database:h2]
zemberek.corpus,WebDocument,getLabels,[com.google.guava:guava]
zemberek.langid.train,ModelGenerator,getCountModel,[com.google.guava:guava]
zemberek.morphology.analysis,StemTransitionsMapBased,"",[com.google.guava:guava]
zemberek.morphology.external,OflazerAnalyzerRunner,extractDictItems,[com.google.guava:guava]
zemberek.tokenization,TurkishSentenceExtractorTest,testDoubleQuotes,[junit:junit]
zemberek.apps.fasttext,FastTextAppBase,"",[com.beust:jcommander]
zemberek.core.collections,IntValueMapTest,keyIteratorStressTest,[junit:junit]
zemberek.langid,LanguageIndentifierTest,allModelFastSamplingTest,[junit:junit]
zemberek.morphology.ambiguity,RuleBasedDisambiguator,"",[com.google.guava:guava]
zemberek.morphology.analysis,SpeedTest,testForVisualVm,[com.google.guava:guava]
zemberek.ner,CorpusNerCollector,main,[com.google.guava:guava]
zemberek.core.collections,IntMapTest,survivesSimpleFuzzing,[junit:junit]
zemberek.core.math,DoubleArraysTest,testAppendZeros,[junit:junit]
zemberek.core.math,DoubleArraysTest,testMean,[junit:junit]
zemberek.lm.compression,MultiFileUncompressedLm,generate,[com.google.guava:guava]
zemberek.lm.compression,SmoothLmTest,loadLargeLmAndPrintInfo,[junit:junit]
zemberek.core.io,IOs,readAsByteArray,[com.google.guava:guava]
zemberek.morphology.analysis,NounDerivationTest,whileTest,[junit:junit]
zemberek.morphology.analysis,VerbDerivationTest,aorPartTest,[junit:junit]
zemberek.tokenization,TurkishTokenizer,lexerInstance,[org.antlr:antlr4-runtime]
zemberek.apps,ApplicationRunner,main,[com.google.guava:guava]
zemberek.core.collections,HistogramTest,testSortedByCount,"[com.google.guava:guava,junit:junit]"
zemberek.core.collections,IntValueMapTest,removeTest,[junit:junit]
zemberek.morphology,TurkishMorphologyFunctionalTests,testHashTag2,[junit:junit]
zemberek.morphology.external,OflazerAnalyzerRunner,extractRootsFromParse,[com.google.guava:guava]
zemberek.core.hash,LargeNgramMphfTest,generateBinaryGramFile,[com.google.guava:guava]
zemberek.core.io,TestBytes,testByteArray,[junit:junit]
zemberek.langid.model,MapBasedCharNgramLanguageModel,saveCustom,[com.google.guava:guava]
zemberek.morphology.analysis.tr,TurkishNumbersTest,cardinalTest,[junit:junit]
zemberek.morphology.lexicon.tr,TurkishDictionaryLoaderTest,nounInferenceTest,[junit:junit]
zemberek.normalization,SingleWordSpellCheckerTest,check1Distance,[junit:junit]
zemberek.classification,ItemFindExperiment,getGrams,[com.google.guava:guava]
zemberek.core.math,FloatArraysTest,testNormalize16bitExc,[junit:junit]
zemberek.morphology.analysis,AnalysisDebugData,detailedInfo,[com.google.guava:guava]
zemberek.morphology.analysis,SingleAnalysisTest,morphemeGroupTest,[junit:junit]
zemberek.core.io,SimpleTextWriterTest,keepOpenExcepionTest,[junit:junit]
